Company name;Avatar;Founded;Headquaters;Ownership;Employees;Company URL;Type;Describtion
Digital Tome ;http://media.giantbomb.com/uploads/13/136140/2099052-460251_large.png;;Houston, TX;Independent;;http://www.digital-tome.com/;Developer;An American developer of 'interactive entertainment', based in Houston, TX. They developed the game Siege of Avalon for Windows 9x/ME as part video game and part fantasy novel.
Digitalic ;;;;;;http://www.movegames.co.kr/index.asp;Developer;
Digitalmindsoft ;http://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Digitalmindsoft_logo.jpg/150px-Digitalmindsoft_logo.jpg;06/01/2006;Ulm, Germany;Independent;;http://www.digitalmindsoft.eu/;Developer;Digitalmindsoft, also known as DMS, is a German developer of video games. The company was founded in July 2006 and is located in Ulm, Germany.  The company is famous for working alongside Best Way, a Ukrainian game developer. Together they worked on Men of War  and Men of War: Assault Squad, both of which were published by 1C Company, in 2009 and 2011 respectively
Digitalo Studios ;http://media.giantbomb.com/uploads/13/136140/2098503-469399_large.png;;;Independent;;http://www.digitalo.com/;Developer;
Disney Interactive Studios;http://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Disney_interactive_studios.png/200px-Disney_interactive_studios.png;01/01/2007;Glendale, California, USA ;Subsidiary of Disney ;;http://disney.go.com/disneyinteractivestudios/;Publisher & Developer;Disney Interactive Studios, Inc. (initially Walt Disney Computer Software, later Disney Interactive and Buena Vista Games, Inc.), is a Worldwide American video game company. It self-publishes and distributes multi-platform video games and interactive entertainment worldwide.
Doobic Studios;http://profile.ak.fbcdn.net/hprofile-ak-snc4/276651_340815678456_506349_n.jpg;;Seoul, Korea;Independent;;http://www.doobic.com/;Developer;"The developer of World's winning ONLINE FPS Title ""Combat Arms"". "
Double Fine Productions;http://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Doublefinelogo.svg/230px-Doublefinelogo.svg.png;06/01/2000;San Francisco, California, USA;Private company;65;http://www.doublefine.com/;Developer;"Double Fine Productions is an American video game developer founded in July 2000 by Tim Schafer after his departure from LucasArts. He started Double Fine with programmers David Dixon (Ocean of America, Capcom, LucasArts) and Jonathan Menzies (LucasArts) in what was once a clog shop in San Francisco. After several months of working on the demo for what would become Psychonauts, a mixture of personnel from the Grim Fandango development team and other new employees were slowly added to begin production.

The name ""Double Fine"" is a play on a sign on the Golden Gate Bridge that used to display ""double fine zone"" to warn motorists that fines on that stretch of road were double normal rates. The company is based in San Francisco.  The official Double Fine website is also host to seven webcomics, which are created by members of Double Fine's art team and are collectively referred as the Double Fine Comics"
Double Helix Games ;http://upload.wikimedia.org/wikipedia/en/2/2b/Double_Helix_Games_logo.jpg;01/01/2007;Irvine, California, USA;Private company;100;http://www.doublehelixgames.com/;Developer;Double Helix Games is an American video game developer based in Irvine, California, founded in 2007 through two mergers of Foundation 9 studios, The Collective and Shiny Entertainment. The studio's first release was Silent Hill Homecoming for the PlayStation 3 and the Xbox 360.
Double six Video Games;http://www.doublesixgames.com/wp-content/themes/DoubleSixTweet/images/doublesix_logo.png;01/01/2007;;;;http://www.doublesixgames.com;Publisher & Developer;"Since its establishment in 2007 by Kuju Entertainment, doublesix has become a leader in the development and digital distribution of games across all the main downloadable platforms including Xbox Live Arcade, PlayStation Network and PC distribution platforms such as Steam.

doublesix was established to create addictive, ‘have another go’ video games’ based on compelling original and licenced IP. It is part of Doublesix Video Games, a business division of Catalis SE, and sits alongside sister companies Kuju Entertainment and Testronic Labs."
DoubleBear Productions ;http://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Logodoublebearproductions.png/250px-Logodoublebearproductions.png;01/01/2009;Seattle, Washington;Private company;;http://www.doublebearproductions.com/;Developer;"DoubleBear Productions is an indie game studio founded in June 2009   by writer and game designer Brian Mitsoda. The studio intends to specialize in PC role-playing video games. Its first and current project is Dead State, a turn-based PC RPG set in a zombie apocalypse scenario.    The studio is working with Iron Tower Studio on the project, and the game will be utilizing The Age of Decadence's game engine.  Information regarding the theme and setting was divulged in a Rock, Paper, Shotgun article, including a quote from Mitsoda that reveals that one of the goals of the game is a ""serious examination of a national crisis or natural disaster,""  and that the game draws inspiration from Mitsoda's own experiences living in Miami, Florida during Hurricane Andrew."
Dream Execution ;http://interwarrock.com/media/DE.png;05/01/2000;Seoul, Korea;Public;70;http://www.dreamexe.co.kr;Developer;
DreamCatcher Interactive ;http://upload.wikimedia.org/wikipedia/en/thumb/9/96/Dreamcatcherlogo.PNG/230px-Dreamcatcherlogo.PNG;01/01/1996;Toronto, Ontario, Canada;Defunct;;http://www.nordicgames.at/index.php/;Publisher;DreamCatcher Interactive Inc. (a.k.a. DreamCatcher Games) was a Toronto, Ontario, Canada-based publisher of video games founded in 1996 by Richard Wah Kan. In 2006 the company became a subsidiary of JoWooD Productions. In 2011 the company went into administration along with its parent JoWooD and was purchased by Nordic Games Holding. The DreamCatcher Interactive brand is currently being used as a publishing label for Nordic Games GmbH, a wholly owned subsidiary of Nordic Games Holding.
DTF Games ;http://media.giantbomb.com/uploads/13/136140/2118367-logo__1__large.png;;Russia;Independent;;http://www.dtf.ru/;Developer;
dtp entertainment ;http://media.giantbomb.com/uploads/0/3161/262830-dtp_large.jpg;01/01/2000;Hamburg, Germany;Public;;http://www.dtp-ag.com/;Publisher;A German based publishing and distribution company. The company also has its own development studio, Cranberry Productions.
DVS;;;;;;;Developer;Developed Ascension to the Throne with 1C. 
Dylan Fitterer;;;;;;;;
Dynamix ;http://media.giantbomb.com/uploads/0/3161/350199-dynamix_large.png;01/01/1984;Eugene, Oregon, United States;subsidiary of Sierra Online ;;http://www.dynamix.com/;Publisher & Developer;"A subsidiary of Sierra Online which began with futuristic tank simulations, and diversified into a range of first and second-party projects over its history
Company which was a subsidiary of Sierra Online, which developed games which were outside of what was expected from Sierra at the time.  For instance, its point and click adventure games differed from Sierra's, often having a grittier, more adult-oriented style with arcade sequences mixed in, as well as innovative if sometimes not fully realized changes to expected formulae, such as branching plots and calendar-based puzzles. 

Damon Slye and co. created Arctic Fox, the RPG Betrayal at Krondor, and Starsiege, and were often second-party developers for other existing franchises, including Space Quest V, a continuation of Sierra's famous adventure series.

Dynamix also developed action and simulation games, including a World War I flight simulator, Red Baron, which had extensive historical documentation packed in with it, and a Battlezone or Arctic Fox-like ground combat game Stellar 7, which spawned a sequel, Nova 9"
EA Black Box;http://media.giantbomb.com/uploads/0/9733/574410-eax_logo_thumb.jpg;01/01/1998;Burnaby, British Columbia, Canada;Subsidiary of EA Canada;350;http://www.eablackbox.com/;Developer;"EA Black Box (formerly known as Black Box Games ) is a video game developer based in Burnaby, British Columbia, Canada, founded in 1998 by former employees of Radical Entertainment.

Black Box has previously developed for game publishers such as Sega, Midway Games, and Electronic Arts. After being acquired in June 2002, it became an entirely owned subsidiary of EA Canada.

EA Black Box announced on 19 December 2008 that it would be shutting down its Vancouver studio location and relocating operations of the Black Box studio to EA Canada's Burnaby facilities, as part of Electronic Arts' worldwide consolidation plans. Black Box remains a part of EA's Games Label, and is independent of the EA Sports studio also located within the Burnaby facility."
EA Bright Light ;http://media.giantbomb.com/uploads/13/136140/2118377-563936_large.png;3/28/2008;UK;Subsidiary of Electronic Arts;;;Developer;"EA Bright Light was a Guildford-based development studio known primarily for its work on the Harry Potter franchise.

Founded in March of 2008, the EA Bright Light studio was a created to consolidate EA's UK development studios with the focus on developing original IP's. After its first two original projects Zubo, Flips met moderate commercial success the studio would primarily develop console entries in the Harry Potter games.

The studio was shut down by EA in late 2011 after a short consultation period. Some of the studios workforce moved to other EA studios including EA Criterion and Playfish.
"
EA Canada;http://upload.wikimedia.org/wikipedia/en/thumb/a/ae/EA_Canada_Logo.svg/200px-EA_Canada_Logo.svg.png;01/01/1983;Burnaby, British Columbia, Canada;Division of Electronic Arts ;3000;http://eacanada.ea.com/;Developer;EA Canada is a video game developer located in Burnaby, British Columbia. The development studio opened in January 1983 and is EA's largest and oldest studio. EA Canada alone employs more than 2000 people and houses the world's largest video game test operation.
